assetName,lat,long,businessCategory,riskRating,riskFactors,year
"Higgins, Brown and Vaughn",46.23899,-63.13414,Energy,0.01,"{""Wildfire"": 0.0, ""Volcano"": 0.01}",2040
Perez-Robertson,45.44868,-73.81669,Healthcare,0.86,"{""Tornado"": 0.0, ""Wildfire"": 0.11, ""Extreme cold"": 0.25, ""Earthquake"": 0.02, ""Volcano"": 0.16, ""Drought"": 0.08, ""Hurricane"": 0.24}",2040
"Fox, Daniel and Coleman",50.26729,-119.27337,Retail,0.85,"{""Tornado"": 0.13, ""Hurricane"": 0.2, ""Sea level rise"": 0.52}",2050
Flynn-Anderson,42.8334,-80.38297,Retail,0.49,"{""Hurricane"": 0.16, ""Flooding"": 0.01, ""Tornado"": 0.01, ""Earthquake"": 0.06, ""Wildfire"": 0.16, ""Sea level rise"": 0.02, ""Drought"": 0.07}",2030
Pittman PLC,42.8334,-80.38297,Retail,0.77,"{""Drought"": 0.19, ""Sea level rise"": 0.08, ""Tornado"": 0.1, ""Earthquake"": 0.03, ""Volcano"": 0.03, ""Wildfire"": 0.0, ""Flooding"": 0.13, ""Extreme cold"": 0.02, ""Extreme heat"": 0.19}",2060
Horne and Sons,42.8334,-80.38297,Retail,0.66,"{""Volcano"": 0.64, ""Hurricane"": 0.02}",2060
"Hall, Meadows and Anderson",42.8334,-80.38297,Manufacturing,0.76,"{""Flooding"": 0.23, ""Extreme cold"": 0.13, ""Drought"": 0.05, ""Volcano"": 0.2, ""Extreme heat"": 0.15}",2030
"Walker, Hogan and Mendez",45.44868,-73.81669,Finance,0.45,"{""Extreme cold"": 0.05, ""Sea level rise"": 0.01, ""Earthquake"": 0.01, ""Hurricane"": 0.09, ""Wildfire"": 0.03, ""Volcano"": 0.03, ""Extreme heat"": 0.07, ""Flooding"": 0.11, ""Drought"": 0.05}",2030
Vega-Huffman,45.43341,-73.86586,Manufacturing,0.03,"{""Extreme cold"": 0.0, ""Extreme heat"": 0.0, ""Drought"": 0.0, ""Flooding"": 0.01, ""Hurricane"": 0.0, ""Tornado"": 0.0, ""Wildfire"": 0.01, ""Volcano"": 0.01}",2040
Park and Sons,43.86682,-79.2663,Manufacturing,0.25,"{""Sea level rise"": 0.03, ""Extreme heat"": 0.07, ""Hurricane"": 0.04, ""Volcano"": 0.03, ""Earthquake"": 0.03, ""Drought"": 0.0, ""Wildfire"": 0.04, ""Extreme cold"": 0.01}",2030
Campos and Sons,42.8334,-80.38297,Retail,0.68,"{""Tornado"": 0.03, ""Sea level rise"": 0.07, ""Extreme cold"": 0.02, ""Earthquake"": 0.1, ""Hurricane"": 0.1, ""Flooding"": 0.03, ""Extreme heat"": 0.08, ""Volcano"": 0.1, ""Drought"": 0.1, ""Wildfire"": 0.05}",2070
Willis-Newman,53.51684,-113.3187,Manufacturing,0.53,"{""Sea level rise"": 0.08, ""Extreme heat"": 0.09, ""Volcano"": 0.07, ""Earthquake"": 0.01, ""Extreme cold"": 0.08, ""Hurricane"": 0.09, ""Tornado"": 0.11}",2050
Skinner-Rojas,49.88307,-119.48568,Manufacturing,0.75,"{""Tornado"": 0.32, ""Extreme heat"": 0.34, ""Flooding"": 0.09}",2070
Perez-Robertson,45.4473,-73.75335,Finance,0.05,"{""Extreme heat"": 0.02, ""Flooding"": 0.01, ""Extreme cold"": 0.0, ""Tornado"": 0.02}",2070
Norton-Spencer,45.40008,-73.58248,Retail,0.83,"{""Earthquake"": 0.1, ""Extreme heat"": 0.07, ""Tornado"": 0.12, ""Drought"": 0.04, ""Sea level rise"": 0.15, ""Wildfire"": 0.1, ""Extreme cold"": 0.01, ""Volcano"": 0.11, ""Hurricane"": 0.13}",2070
Kemp-Anderson,49.88307,-119.48568,Healthcare,0.74,"{""Drought"": 0.09999999999999999, ""Volcano"": 0.11, ""Sea level rise"": 0.12, ""Earthquake"": 0.03, ""Flooding"": 0.06, ""Extreme heat"": 0.12, ""Wildfire"": 0.01, ""Extreme cold"": 0.1, ""Hurricane"": 0.09}",2070
"Davis, Allen and Rivera",45.43341,-73.86586,Energy,0.33,"{""Flooding"": 0.060000000000000005, ""Extreme cold"": 0.08, ""Extreme heat"": 0.02, ""Hurricane"": 0.08, ""Wildfire"": 0.09}",2030
"Wagner, Curry and Pearson",49.88307,-119.48568,Energy,0.24,"{""Extreme cold"": 0.03, ""Drought"": 0.02, ""Earthquake"": 0.05, ""Volcano"": 0.09, ""Sea level rise"": 0.05}",2070
"Hooper, Evans and Merritt",43.86682,-79.2663,Finance,0.87,"{""Sea level rise"": 0.06999999999999999, ""Drought"": 0.16, ""Earthquake"": 0.03, ""Extreme heat"": 0.17, ""Wildfire"": 0.11, ""Hurricane"": 0.19, ""Volcano"": 0.14}",2040
Banks-Carlson,45.44868,-73.81669,Technology,0.72,"{""Tornado"": 0.22, ""Wildfire"": 0.33, ""Hurricane"": 0.17}",2040
Stewart PLC,42.8334,-80.38297,Finance,0.97,"{""Volcano"": 0.08, ""Wildfire"": 0.08, ""Earthquake"": 0.38, ""Extreme heat"": 0.43}",2060
"Higgins, Brown and Vaughn",53.51684,-113.3187,Technology,0.46,"{""Tornado"": 0.0, ""Extreme cold"": 0.14, ""Wildfire"": 0.1, ""Flooding"": 0.16, ""Earthquake"": 0.06}",2070
Good-Lewis,45.40008,-73.58248,Retail,0.22,"{""Earthquake"": 0.06, ""Extreme heat"": 0.01, ""Wildfire"": 0.06, ""Tornado"": 0.04, ""Hurricane"": 0.05}",2070
Torres-Sanchez,45.4473,-73.75335,Finance,0.15,"{""Extreme cold"": 0.02, ""Flooding"": 0.01, ""Drought"": 0.01, ""Tornado"": 0.02, ""Sea level rise"": 0.03, ""Hurricane"": 0.02, ""Volcano"": 0.01, ""Extreme heat"": 0.03}",2050
Reid PLC,45.4473,-73.75335,Healthcare,0.02,"{""Extreme heat"": 0.02, ""Hurricane"": 0.0, ""Wildfire"": 0.0, ""Earthquake"": 0.0, ""Tornado"": 0.0, ""Sea level rise"": 0.0, ""Drought"": 0.0, ""Volcano"": 0.0, ""Extreme cold"": 0.0, ""Flooding"": 0.0}",2070
"Bender, Warren and Sanchez",45.4473,-73.75335,Finance,0.06,"{""Volcano"": 0.02, ""Tornado"": 0.01, ""Flooding"": 0.01, ""Sea level rise"": 0.0, ""Drought"": 0.01, ""Extreme heat"": 0.01}",2070
"Rodriguez, Roberts and Fuller",45.44868,-73.81669,Finance,0.16,"{""Tornado"": 0.02, ""Drought"": 0.01, ""Sea level rise"": 0.01, ""Flooding"": 0.03, ""Extreme cold"": 0.03, ""Volcano"": 0.01, ""Earthquake"": 0.04, ""Extreme heat"": 0.01}",2070
Obrien-Oneill,43.86682,-79.2663,Healthcare,0.71,"{""Hurricane"": 0.71}",2060
"Harrison, Meza and Rios",42.8334,-80.38297,Energy,0.91,"{""Extreme heat"": 0.91}",2030
"Washington, Rogers and Morrison",49.88307,-119.48568,Technology,0.11,"{""Drought"": 0.05, ""Volcano"": 0.01, ""Earthquake"": 0.05}",2060
"Higgins, Brown and Vaughn",43.86682,-79.2663,Energy,0.82,"{""Extreme heat"": 0.21, ""Earthquake"": 0.33, ""Volcano"": 0.09, ""Wildfire"": 0.02, ""Hurricane"": 0.17}",2050
Stanton-Joyce,53.51684,-113.3187,Retail,0.66,"{""Hurricane"": 0.04, ""Extreme heat"": 0.1, ""Earthquake"": 0.17, ""Tornado"": 0.09, ""Drought"": 0.11, ""Extreme cold"": 0.07, ""Sea level rise"": 0.08}",2060
"Hall, Meadows and Anderson",43.86682,-79.2663,Technology,0.83,"{""Extreme heat"": 0.060000000000000005, ""Earthquake"": 0.12, ""Sea level rise"": 0.02, ""Hurricane"": 0.01, ""Flooding"": 0.15, ""Extreme cold"": 0.08, ""Volcano"": 0.03, ""Drought"": 0.17, ""Tornado"": 0.19}",2050
Grant-Coffey,45.43341,-73.86586,Retail,0.76,"{""Earthquake"": 0.76}",2040
"Rodriguez, Roberts and Fuller",45.43341,-73.86586,Finance,0.14,"{""Extreme heat"": 0.009999999999999998, ""Earthquake"": 0.02, ""Flooding"": 0.04, ""Hurricane"": 0.02, ""Extreme cold"": 0.01, ""Wildfire"": 0.03, ""Volcano"": 0.01}",2030
"Roberts, Burke and Williams",43.86682,-79.2663,Manufacturing,0.63,"{""Tornado"": 0.18, ""Sea level rise"": 0.01, ""Extreme cold"": 0.02, ""Flooding"": 0.23, ""Drought"": 0.15, ""Hurricane"": 0.04}",2060
"Watson, Evans and Smith",43.86682,-79.2663,Healthcare,0.99,"{""Earthquake"": 0.12, ""Extreme cold"": 0.13, ""Sea level rise"": 0.04, ""Tornado"": 0.08, ""Volcano"": 0.14, ""Wildfire"": 0.23, ""Drought"": 0.18, ""Flooding"": 0.07}",2060
"Patel, Norris and Jackson",42.8334,-80.38297,Retail,0.01,"{""Volcano"": 0.01, ""Hurricane"": 0.0, ""Extreme cold"": 0.0, ""Flooding"": 0.0, ""Tornado"": 0.0, ""Wildfire"": 0.0}",2070
Miller-Norris,45.4473,-73.75335,Technology,0.12,"{""Wildfire"": 0.03, ""Volcano"": 0.0, ""Drought"": 0.02, ""Hurricane"": 0.04, ""Sea level rise"": 0.03}",2070
Ware PLC,49.88307,-119.48568,Technology,0.51,"{""Volcano"": 0.15, ""Sea level rise"": 0.11, ""Wildfire"": 0.25}",2050
"Rodriguez, Roberts and Fuller",45.40008,-73.58248,Manufacturing,0.73,"{""Hurricane"": 0.1, ""Extreme cold"": 0.06, ""Earthquake"": 0.12, ""Wildfire"": 0.01, ""Drought"": 0.12, ""Flooding"": 0.07, ""Volcano"": 0.06, ""Tornado"": 0.12, ""Extreme heat"": 0.07}",2070
Ware PLC,46.1351,-60.1831,Technology,0.32,"{""Drought"": 0.05, ""Wildfire"": 0.13, ""Hurricane"": 0.07, ""Earthquake"": 0.07}",2040
Reid PLC,45.4473,-73.75335,Energy,0.89,"{""Wildfire"": 0.25, ""Tornado"": 0.1, ""Extreme heat"": 0.38, ""Drought"": 0.12, ""Sea level rise"": 0.04}",2040
"Hall, Meadows and Anderson",45.43341,-73.86586,Healthcare,0.87,"{""Earthquake"": 0.07, ""Extreme cold"": 0.13, ""Volcano"": 0.08, ""Wildfire"": 0.2, ""Extreme heat"": 0.21, ""Flooding"": 0.11, ""Tornado"": 0.07}",2050
Strickland-Daniels,43.86682,-79.2663,Retail,1,"{""Drought"": 0.05, ""Earthquake"": 0.14, ""Wildfire"": 0.3, ""Tornado"": 0.22, ""Extreme cold"": 0.07, ""Hurricane"": 0.22}",2030
Anderson Group,42.8334,-80.38297,Finance,0.84,"{""Hurricane"": 0.28, ""Earthquake"": 0.25, ""Extreme heat"": 0.15, ""Drought"": 0.16}",2040
"Hooper, Evans and Merritt",46.1351,-60.1831,Healthcare,0.64,"{""Hurricane"": 0.13, ""Earthquake"": 0.17, ""Volcano"": 0.17, ""Extreme heat"": 0.13, ""Wildfire"": 0.04}",2050
Torres-Sanchez,53.51684,-113.3187,Finance,0.65,"{""Wildfire"": 0.01, ""Extreme cold"": 0.19, ""Flooding"": 0.05, ""Earthquake"": 0.01, ""Drought"": 0.15, ""Hurricane"": 0.0, ""Extreme heat"": 0.06, ""Volcano"": 0.08, ""Tornado"": 0.05, ""Sea level rise"": 0.05}",2030
Kemp-Anderson,53.51684,-113.3187,Energy,0.38,"{""Tornado"": 0.1, ""Volcano"": 0.04, ""Wildfire"": 0.14, ""Hurricane"": 0.05, ""Flooding"": 0.05}",2060
Guzman Ltd,50.26729,-119.27337,Healthcare,0.13,"{""Sea level rise"": 0.13}",2040
Torres-Sanchez,43.86682,-79.2663,Finance,0.39,"{""Extreme cold"": 0.09999999999999999, ""Flooding"": 0.07, ""Volcano"": 0.04, ""Sea level rise"": 0.04, ""Wildfire"": 0.13, ""Tornado"": 0.01}",2050
Wilkerson-Miranda,43.86682,-79.2663,Retail,0.62,"{""Drought"": 0.62}",2040
Stewart PLC,45.44868,-73.81669,Energy,0.58,"{""Extreme cold"": 0.58}",2030
Obrien-Oneill,50.26729,-119.27337,Retail,0.22,"{""Flooding"": 0.06, ""Earthquake"": 0.04, ""Tornado"": 0.06, ""Extreme heat"": 0.03, ""Drought"": 0.02, ""Extreme cold"": 0.01}",2060
Vega-Huffman,49.88307,-119.48568,Retail,0.69,"{""Tornado"": 0.09, ""Extreme cold"": 0.1, ""Drought"": 0.1, ""Hurricane"": 0.01, ""Volcano"": 0.11, ""Extreme heat"": 0.01, ""Sea level rise"": 0.05, ""Earthquake"": 0.09, ""Flooding"": 0.05, ""Wildfire"": 0.08}",2050
Smith-Woods,53.51684,-113.3187,Manufacturing,0.76,"{""Drought"": 0.52, ""Tornado"": 0.24}",2040
"Hall, Meadows and Anderson",43.86682,-79.2663,Energy,0.52,"{""Hurricane"": 0.11, ""Earthquake"": 0.15, ""Volcano"": 0.26}",2030
"Hall, Meadows and Anderson",45.40008,-73.58248,Technology,0.69,"{""Tornado"": 0.09, ""Sea level rise"": 0.13, ""Extreme cold"": 0.11, ""Flooding"": 0.02, ""Earthquake"": 0.09, ""Volcano"": 0.11, ""Hurricane"": 0.07, ""Wildfire"": 0.06, ""Drought"": 0.01}",2050
"Marks, Garrett and Cummings",50.26729,-119.27337,Finance,0.27,"{""Drought"": 0.05, ""Hurricane"": 0.04, ""Extreme cold"": 0.04, ""Flooding"": 0.03, ""Extreme heat"": 0.05, ""Volcano"": 0.06}",2030
Johnson and Sons,46.1351,-60.1831,Retail,0.02,"{""Extreme cold"": 0.02, ""Sea level rise"": 0.0, ""Wildfire"": 0.0, ""Earthquake"": 0.0, ""Volcano"": 0.0, ""Extreme heat"": 0.0, ""Flooding"": 0.0, ""Drought"": 0.0, ""Hurricane"": 0.0}",2060
Vega-Huffman,42.8334,-80.38297,Finance,0,"{""Earthquake"": 0.0}",2040
Strickland-Daniels,49.88307,-119.48568,Manufacturing,0.93,"{""Sea level rise"": 0.019999999999999997, ""Extreme heat"": 0.19, ""Flooding"": 0.23, ""Wildfire"": 0.03, ""Drought"": 0.03, ""Tornado"": 0.07, ""Earthquake"": 0.21, ""Extreme cold"": 0.15}",2040
Sullivan-Curtis,53.51684,-113.3187,Technology,0.74,"{""Flooding"": 0.74}",2030
"Washington, Rogers and Morrison",50.26729,-119.27337,Retail,0.27,"{""Extreme cold"": 0.27}",2060
Flynn-Anderson,53.51684,-113.3187,Healthcare,0.82,"{""Wildfire"": 0.13, ""Volcano"": 0.06, ""Tornado"": 0.11, ""Drought"": 0.05, ""Hurricane"": 0.17, ""Sea level rise"": 0.3}",2040
Perez-Robertson,42.8334,-80.38297,Energy,0.75,"{""Sea level rise"": 0.02, ""Wildfire"": 0.04, ""Earthquake"": 0.03, ""Flooding"": 0.07, ""Extreme heat"": 0.11, ""Drought"": 0.16, ""Tornado"": 0.14, ""Hurricane"": 0.13, ""Volcano"": 0.05}",2060
Gross PLC,45.43341,-73.86586,Finance,0.86,"{""Earthquake"": 0.3, ""Drought"": 0.22, ""Volcano"": 0.18, ""Tornado"": 0.1, ""Extreme heat"": 0.04, ""Hurricane"": 0.02}",2030
"Patel, Norris and Jackson",49.88307,-119.48568,Energy,0.77,"{""Extreme heat"": 0.08, ""Hurricane"": 0.14, ""Drought"": 0.06, ""Earthquake"": 0.18, ""Volcano"": 0.08, ""Tornado"": 0.23}",2070
"Wagner, Curry and Pearson",45.44868,-73.81669,Technology,0.92,"{""Drought"": 0.12, ""Earthquake"": 0.26, ""Volcano"": 0.54}",2050
Campos and Sons,45.40008,-73.58248,Retail,0.58,"{""Sea level rise"": 0.1, ""Drought"": 0.1, ""Extreme cold"": 0.04, ""Flooding"": 0.08, ""Volcano"": 0.1, ""Extreme heat"": 0.09, ""Hurricane"": 0.07}",2050
Obrien-Oneill,50.26729,-119.27337,Retail,0.05,"{""Hurricane"": 0.02, ""Wildfire"": 0.02, ""Volcano"": 0.01, ""Earthquake"": 0.0}",2050
Duke Ltd,42.8334,-80.38297,Healthcare,0.03,"{""Tornado"": 0.02, ""Earthquake"": 0.01}",2070
Cook-Burns,45.43341,-73.86586,Finance,0.92,"{""Volcano"": 0.12, ""Flooding"": 0.12, ""Tornado"": 0.08, ""Wildfire"": 0.1, ""Sea level rise"": 0.13, ""Drought"": 0.11, ""Earthquake"": 0.19, ""Extreme heat"": 0.07}",2030
Cook-Burns,43.86682,-79.2663,Retail,0.74,"{""Earthquake"": 0.13, ""Hurricane"": 0.03, ""Flooding"": 0.08, ""Tornado"": 0.14, ""Sea level rise"": 0.24, ""Wildfire"": 0.12}",2060
"Fox, Daniel and Coleman",49.88307,-119.48568,Energy,0.69,"{""Drought"": 0.06, ""Sea level rise"": 0.01, ""Volcano"": 0.02, ""Hurricane"": 0.01, ""Extreme heat"": 0.15, ""Wildfire"": 0.14, ""Extreme cold"": 0.08, ""Tornado"": 0.12, ""Earthquake"": 0.1}",2070
Stanton-Joyce,46.23899,-63.13414,Finance,0.25,"{""Drought"": 0.05, ""Flooding"": 0.2}",2030
"Wagner, Curry and Pearson",46.1351,-60.1831,Manufacturing,0,"{""Drought"": 0.0, ""Earthquake"": 0.0, ""Extreme cold"": 0.0}",2030
Gross PLC,45.4473,-73.75335,Healthcare,0.15,"{""Extreme heat"": 0.02, ""Tornado"": 0.0, ""Volcano"": 0.01, ""Flooding"": 0.01, ""Sea level rise"": 0.03, ""Hurricane"": 0.02, ""Extreme cold"": 0.02, ""Earthquake"": 0.02, ""Wildfire"": 0.02}",2040
Flynn-Anderson,53.51684,-113.3187,Finance,0.92,"{""Volcano"": 0.54, ""Wildfire"": 0.23, ""Sea level rise"": 0.15}",2040
Anderson Group,42.8334,-80.38297,Technology,0.7,"{""Hurricane"": 0.15, ""Flooding"": 0.55}",2030
"Harrison, Meza and Rios",46.1351,-60.1831,Finance,0.66,"{""Sea level rise"": 0.22, ""Flooding"": 0.25, ""Volcano"": 0.19}",2070
Reid-Sherman,46.23899,-63.13414,Technology,0.23,"{""Extreme cold"": 0.02, ""Extreme heat"": 0.04, ""Hurricane"": 0.03, ""Earthquake"": 0.02, ""Tornado"": 0.02, ""Volcano"": 0.03, ""Flooding"": 0.04, ""Sea level rise"": 0.03, ""Drought"": 0.0}",2060
Obrien-Oneill,45.4473,-73.75335,Healthcare,0.29,"{""Earthquake"": 0.23, ""Extreme cold"": 0.06}",2040
"Kelley, Barnes and Hutchinson",46.1351,-60.1831,Technology,0.58,"{""Extreme cold"": 0.060000000000000005, ""Hurricane"": 0.06, ""Earthquake"": 0.17, ""Extreme heat"": 0.06, ""Tornado"": 0.14, ""Volcano"": 0.09}",2040
Patel-Brooks,43.86682,-79.2663,Finance,0.16,"{""Flooding"": 0.01, ""Tornado"": 0.02, ""Volcano"": 0.02, ""Extreme heat"": 0.0, ""Earthquake"": 0.03, ""Wildfire"": 0.02, ""Sea level rise"": 0.01, ""Extreme cold"": 0.02, ""Drought"": 0.02, ""Hurricane"": 0.01}",2030
Stanton-Joyce,45.44868,-73.81669,Energy,0.05,"{""Extreme heat"": 0.02, ""Drought"": 0.02, ""Earthquake"": 0.01}",2070
Guzman Ltd,45.43341,-73.86586,Manufacturing,0.64,"{""Drought"": 0.01, ""Sea level rise"": 0.08, ""Flooding"": 0.06, ""Hurricane"": 0.08, ""Extreme cold"": 0.13, ""Earthquake"": 0.07, ""Volcano"": 0.11, ""Extreme heat"": 0.1}",2030
Thomas-Chavez,45.43341,-73.86586,Manufacturing,0.43,"{""Extreme cold"": 0.43}",2060
"Fox, Daniel and Coleman",53.51684,-113.3187,Finance,0.48,"{""Hurricane"": 0.03, ""Earthquake"": 0.45}",2030
Acevedo-Kennedy,42.8334,-80.38297,Energy,0.21,"{""Extreme heat"": 0.01, ""Earthquake"": 0.04, ""Volcano"": 0.04, ""Flooding"": 0.06, ""Extreme cold"": 0.02, ""Drought"": 0.01, ""Tornado"": 0.03}",2050
Sullivan-Curtis,50.26729,-119.27337,Healthcare,0.2,"{""Hurricane"": 0.06, ""Earthquake"": 0.06, ""Tornado"": 0.04, ""Flooding"": 0.04}",2070
Banks-Carlson,46.1351,-60.1831,Energy,0.33,"{""Sea level rise"": -0.01, ""Volcano"": 0.03, ""Earthquake"": 0.05, ""Hurricane"": 0.1, ""Extreme heat"": 0.03, ""Tornado"": 0.05, ""Extreme cold"": 0.06, ""Flooding"": 0.02}",2060
"Wagner, Curry and Pearson",43.86682,-79.2663,Healthcare,0.05,"{""Drought"": 0.02, ""Wildfire"": 0.0, ""Extreme heat"": 0.01, ""Sea level rise"": 0.01, ""Hurricane"": 0.0, ""Extreme cold"": 0.01}",2040
Reid PLC,50.26729,-119.27337,Energy,0.82,"{""Extreme heat"": 0.3, ""Volcano"": 0.01, ""Hurricane"": 0.1, ""Sea level rise"": 0.1, ""Wildfire"": 0.25, ""Flooding"": 0.06}",2040
Alvarez Inc,46.1351,-60.1831,Technology,0.37,"{""Hurricane"": 0.07, ""Earthquake"": 0.01, ""Drought"": 0.03, ""Volcano"": 0.07, ""Wildfire"": 0.01, ""Flooding"": 0.05, ""Extreme heat"": 0.05, ""Extreme cold"": 0.08}",2070
"Taylor, Mitchell and Ward",42.8334,-80.38297,Retail,0.08,"{""Sea level rise"": 0.01, ""Drought"": 0.02, ""Wildfire"": 0.02, ""Hurricane"": 0.02, ""Extreme cold"": 0.0, ""Volcano"": 0.01}",2070
"Walker, Hogan and Mendez",43.86682,-79.2663,Energy,0.53,"{""Flooding"": 0.13, ""Extreme heat"": 0.01, ""Sea level rise"": 0.02, ""Earthquake"": 0.13, ""Tornado"": 0.06, ""Hurricane"": 0.07, ""Wildfire"": 0.11}",2040
Flynn-Anderson,45.4473,-73.75335,Energy,0.74,"{""Drought"": 0.12, ""Sea level rise"": 0.12, ""Extreme cold"": 0.23, ""Extreme heat"": 0.27}",2070
Norton-Spencer,45.4473,-73.75335,Technology,0.63,"{""Wildfire"": 0.03, ""Extreme heat"": 0.21, ""Earthquake"": 0.19, ""Tornado"": 0.2}",2030
"Watson, Evans and Smith",42.8334,-80.38297,Healthcare,0.52,"{""Drought"": 0.06, ""Extreme heat"": 0.18, ""Tornado"": 0.05, ""Hurricane"": 0.23}",2060
Reid PLC,45.43341,-73.86586,Technology,0.31,"{""Extreme cold"": 0.019999999999999997, ""Flooding"": 0.07, ""Wildfire"": 0.0, ""Drought"": 0.07, ""Tornado"": 0.02, ""Volcano"": 0.04, ""Extreme heat"": 0.02, ""Sea level rise"": 0.02, ""Earthquake"": 0.04, ""Hurricane"": 0.01}",2040
Robertson-Petersen,50.26729,-119.27337,Technology,0.93,"{""Extreme cold"": 0.93}",2040
Strickland-Daniels,45.43341,-73.86586,Manufacturing,0.98,"{""Wildfire"": 0.96, ""Flooding"": 0.02}",2060
"Clarke, Lutz and Farrell",50.26729,-119.27337,Retail,0.43,"{""Tornado"": 0.05, ""Sea level rise"": 0.07, ""Earthquake"": 0.01, ""Drought"": 0.02, ""Hurricane"": 0.06, ""Volcano"": 0.07, ""Extreme heat"": 0.04, ""Extreme cold"": 0.03, ""Flooding"": 0.04, ""Wildfire"": 0.04}",2050
"Patel, Norris and Jackson",45.43341,-73.86586,Finance,0.06,"{""Extreme heat"": 0.06}",2050
Johnson and Sons,42.8334,-80.38297,Energy,0.13,"{""Extreme cold"": 0.1, ""Hurricane"": 0.03}",2060
Wiley Ltd,46.1351,-60.1831,Finance,0.06,"{""Drought"": 0.0, ""Extreme heat"": 0.01, ""Earthquake"": 0.05}",2040
Thomas-Chavez,46.23899,-63.13414,Finance,0.35,"{""Tornado"": 0.11, ""Sea level rise"": 0.06, ""Drought"": 0.1, ""Flooding"": 0.08}",2070
Miller-Norris,43.86682,-79.2663,Energy,0.83,"{""Hurricane"": 0.43, ""Volcano"": 0.23, ""Drought"": 0.17}",2030
Stanton-Joyce,53.51684,-113.3187,Finance,0.84,"{""Drought"": 0.09999999999999999, ""Hurricane"": 0.21, ""Flooding"": 0.06, ""Extreme cold"": 0.04, ""Sea level rise"": 0.04, ""Wildfire"": 0.26, ""Tornado"": 0.13}",2040
Williams Group,46.1351,-60.1831,Finance,0.91,"{""Hurricane"": 0.91}",2060
Perez-Robertson,46.23899,-63.13414,Finance,0.76,"{""Drought"": 0.12000000000000001, ""Extreme cold"": 0.05, ""Volcano"": 0.01, ""Earthquake"": 0.07, ""Sea level rise"": 0.2, ""Flooding"": 0.26, ""Wildfire"": 0.05}",2060
Strickland-Daniels,46.1351,-60.1831,Finance,0.09,"{""Sea level rise"": 0.03, ""Drought"": 0.0, ""Extreme cold"": 0.01, ""Tornado"": 0.0, ""Wildfire"": 0.02, ""Volcano"": 0.01, ""Hurricane"": 0.01, ""Earthquake"": 0.01}",2040
"Clarke, Lutz and Farrell",46.1351,-60.1831,Energy,0.72,"{""Wildfire"": 0.05, ""Extreme heat"": 0.28, ""Hurricane"": 0.39}",2050
Ware PLC,46.1351,-60.1831,Manufacturing,0.14,"{""Earthquake"": 0.07, ""Drought"": 0.07}",2050
"Landry, Molina and Green",46.23899,-63.13414,Manufacturing,0.2,"{""Wildfire"": 0.06999999999999999, ""Extreme heat"": 0.01, ""Tornado"": 0.03, ""Hurricane"": 0.0, ""Sea level rise"": 0.01, ""Earthquake"": 0.03, ""Drought"": 0.02, ""Extreme cold"": 0.03}",2030
"Rodriguez, Roberts and Fuller",45.43341,-73.86586,Finance,0.91,"{""Volcano"": 0.1, ""Tornado"": 0.19, ""Wildfire"": 0.14, ""Earthquake"": 0.12, ""Flooding"": 0.23, ""Hurricane"": 0.13}",2040
Grant-Coffey,46.23899,-63.13414,Retail,0.7,"{""Drought"": 0.7}",2050
Foster-Flores,53.51684,-113.3187,Manufacturing,0.96,"{""Earthquake"": 0.03, ""Sea level rise"": 0.21, ""Extreme cold"": 0.15, ""Hurricane"": 0.19, ""Volcano"": 0.19, ""Drought"": 0.19}",2050
Guzman Ltd,45.40008,-73.58248,Retail,0.4,"{""Earthquake"": 0.06, ""Hurricane"": 0.12, ""Volcano"": 0.1, ""Flooding"": 0.12}",2070
Grant-Coffey,46.1351,-60.1831,Healthcare,0.56,"{""Hurricane"": 0.03, ""Volcano"": 0.12, ""Wildfire"": 0.12, ""Tornado"": 0.02, ""Earthquake"": 0.13, ""Extreme cold"": 0.07, ""Drought"": 0.04, ""Flooding"": 0.03}",2070
Perez-Robertson,46.1351,-60.1831,Technology,0.48,"{""Tornado"": 0.13, ""Volcano"": 0.35}",2060
"Kelley, Barnes and Hutchinson",46.23899,-63.13414,Retail,0.93,"{""Tornado"": 0.049999999999999996, ""Extreme cold"": 0.07, ""Sea level rise"": 0.16, ""Wildfire"": 0.06, ""Extreme heat"": 0.18, ""Volcano"": 0.02, ""Hurricane"": 0.16, ""Flooding"": 0.23}",2070
"Mejia, Roberts and Gay",46.1351,-60.1831,Finance,0.84,"{""Extreme cold"": 0.84}",2030
Miller-Norris,42.8334,-80.38297,Manufacturing,0.49,"{""Sea level rise"": 0.11, ""Tornado"": 0.06, ""Wildfire"": 0.0, ""Volcano"": 0.08, ""Flooding"": 0.1, ""Extreme heat"": 0.02, ""Extreme cold"": 0.1, ""Hurricane"": 0.02}",2040
"Roberts, Burke and Williams",45.43341,-73.86586,Finance,0.27,"{""Drought"": 0.11, ""Earthquake"": 0.14, ""Tornado"": 0.02}",2040
Williams Group,45.40008,-73.58248,Technology,0.16,"{""Tornado"": 0.0, ""Sea level rise"": 0.02, ""Extreme cold"": 0.01, ""Earthquake"": 0.02, ""Extreme heat"": 0.03, ""Hurricane"": 0.01, ""Wildfire"": 0.02, ""Drought"": 0.02, ""Flooding"": 0.02, ""Volcano"": 0.01}",2050
